,Flux1.100m,Energy_Flux100,Significance,nu,nufnu,Variability_Index,Pivot_Energy,X.name,z,Gaia_G_Magnitude,PL_Index,LP_Index,LP_beta,Label
406,2.2699999999999895e-09,2.7200000000000026e-11,66.11377999999937,7329999999999.524,1.680000000000146e-12,2314.770300000003,602.3649999999965,4FGL J0742.6+5443,0.72,18.8001,2.3201187,2.22375,0.08462663,FSRQ
407,1.9799999999999952e-10,4.000000000000345e-12,6.870714000000003,3849999999999.9873,5.279999999999857e-13,31.1813130000003,578.1602999999982,4FGL J0743.0-5622,2.319,19.4264,2.724006,2.6834054,0.15590644,FSRQ
408,4.21999999999997e-10,5.079999999999777e-12,20.41959400000014,1.5699999999998758e+16,3.1199999999996975e-12,11.048281000000058,3999.5840000000267,4FGL J0744.1+7434,0.315,17.52,1.9056157,1.94547,-0.032287013,BLL
409,9.429999999999386e-11,2.4700000000001924e-12,3.8316607000000036,2090000000000.2234,1.4700000000000793e-13,5.742220400000006,424.51653999999985,4FGL J0746.0-0039,0.994,19.010626,2.8771124,2.8729732,0.012623231,FSRQ
410,2.390000000000016e-10,6.519999999999686e-12,14.994498000000114,1700000000000.105,5.220000000000447e-13,87.5157899999991,310.45376999999917,4FGL J0746.4+2546,2.987498,19.5373,2.859004,2.6236775,0.2597136,FSRQ
411,1.9799999999999952e-10,2.8300000000000604e-12,8.366516999999991,2019999999999.887,8.87999999999997e-13,41.11318999999961,724.4568999999957,4FGL J0746.5+2730,1.69,20.0818,2.622411,2.3997557,0.24364729,FSRQ
412,6.750000000000088e-10,8.080000000000243e-12,19.701576000000138,8910000000000.531,4.339999999999899e-12,137.67209999999915,1118.2004000000106,4FGL J0748.6+2400,0.409854,18.1362,2.3394456,2.290877,0.061115563,FSRQ
413,1.6000000000000206e-10,1.510000000000109e-12,7.117619499999994,2000000000000090.2,5.220000000000447e-13,5.387018700000006,4571.374499999998,4FGL J0749.2+2314,0.175,17.122332,1.9419922,1.9555938,-0.019767243,BLL
414,1.8000000000000163e-10,2.2599999999999924e-12,8.597660999999995,831999999999953.4,8.469999999999876e-13,13.66657499999998,3233.0693000000088,4FGL J0749.7+7450,0.607,18.3995,2.0948987,2.1633267,-0.059607647,BLL
415,2.2699999999999896e-10,3.900000000000003e-12,5.7736,4170000000000.4097,3.3800000000003487e-12,23.382175000000103,747.5367000000027,4FGL J0749.9+1823,1.161,19.5076,2.5219543,2.4689186,0.06078498,FSRQ
416,6.180000000000063e-10,1.0199999999999592e-11,19.99525299999997,15100000000001.09,3.690000000000334e-12,155.35730000000052,828.2582400000048,4FGL J0750.8+1229,0.889,17.4062,2.5166676,2.5059183,0.07537219,FSRQ
417,1.2200000000000055e-09,3.290000000000193e-12,38.64665999999958,4790000000000.396,1.7600000000002037e-12,2114.823500000007,514.9310999999981,4FGL J0752.2+3313,1.935716,19.173,2.4339397,2.3090603,0.11910153,FSRQ
418,1.1899999999999959e-09,1.320000000000153e-11,40.39782700000036,3629999999999.888,1.2600000000001095e-12,14.57803100000009,1372.7644999999986,4FGL J0753.0+5353,0.2,18.1578,2.1403651,2.0950644,0.048964236,BLL
419,1.5899999999999978e-09,1.320000000000153e-11,45.078429999999486,19099999999998.773,2.290000000000063e-11,92.8124899999995,1063.3436000000079,4FGL J0754.7+4823,0.37671,16.7013,2.0981896,1.9825253,0.08607822,BLL
420,1.6000000000000205e-09,1.989999999999966e-11,40.257470000000396,7760000000000.2,9.86999999999917e-12,29.723372999999736,1423.0653000000123,4FGL J0757.1+0956,0.266,16.8181,2.15051,2.1238842,0.03869057,BLL
421,2.3099999999999747e-10,3.0400000000003243e-12,8.262652999999991,582000000000015.0,2.6100000000001167e-12,15.704925999999851,1609.4790999999927,4FGL J0758.1+1134,0.568712,18.1001,2.266058,2.2473032,0.042001788,FSRQ
422,4.780000000000013e-10,5.660000000000377e-12,17.544731000000084,57499999999996.01,2.810000000000126e-12,11.408124000000006,1526.5121000000054,4FGL J0758.9+2703,0.099,17.6652,2.1546645,2.1029701,0.052126043,BLL
423,2.510000000000012e-10,2.769999999999692e-12,12.386808999999975,1.3799999999998884e+16,9.040000000000748e-13,19.30318000000016,5696.253400000023,4FGL J0759.6+1321,0.3864,18.8705,1.7958825,1.6624175,0.1058291,BLL
424,3.179999999999983e-10,3.580000000000214e-12,13.22174550000013,18399999999998.434,6.839999999999754e-13,41.98186499999995,1600.102500000013,4FGL J0800.9+4401,1.072,19.6535,2.1723056,2.0452783,0.1349935,BLL
425,1.9400000000000176e-10,2.3499999999998008e-12,9.785276999999992,148000000000014.56,1.3799999999998828e-12,31.877780000000353,2934.3295999999846,4FGL J0801.1+6444,0.2,18.7453,2.0616407,2.0459158,0.014830338,BLL
426,2.770000000000009e-10,3.1500000000000025e-12,10.95148200000007,3629999999999888.0,1.97000000000003e-12,5.682617000000002,2711.9873000000252,4FGL J0802.0+1006,0.84159,17.4776,2.0167358,1.9563322,0.10962161,BLL
427,9.830000000000116e-10,1.0999999999999379e-11,28.178997000000265,5129999999999816.0,9.819999999998882e-13,25.561756000000074,1920.623700000009,4FGL J0803.2-0337,0.365,17.9086,2.0060735,1.9901721,0.016202103,FSRQ
428,5.759999999999961e-10,8.12000000000046e-12,19.345767999999882,1060000000000.0719,6.309999999999497e-13,92.95677999999953,564.310199999995,4FGL J0805.2-0110,1.388,18.8087,2.4797359,2.348533,0.13299927,FSRQ
429,2.9000000000000205e-10,7.76999999999975e-12,18.30766499999989,2019999999999.887,5.820000000000151e-13,221.17470999999975,348.9265399999962,4FGL J0805.4+6147,3.033,19.8983,2.7967112,2.6348345,0.18452057,FSRQ
430,1.3200000000000019e-09,1.4400000000001667e-11,49.6948200000003,2.509999999999786e+16,6.359999999999785e-12,30.33821700000013,2473.780799999972,4FGL J0805.4+7534,0.121,16.9011,1.8539182,1.8219684,0.024779253,BLL
431,1.4899999999999848e-10,3.020000000000342e-12,6.926436400000005,4790000000000.396,5.679999999999761e-13,37.42513300000008,690.9539999999956,4FGL J0806.5+4503,2.102,19.756,2.6068885,2.4925976,0.12757938,FSRQ
432,2.790000000000016e-10,2.9199999999998753e-12,13.856771999999882,1.0699999999999784e+16,2.0999999999999066e-12,19.19652599999983,3068.006799999998,4FGL J0806.5+5930,0.3,17.8204,1.9956754,2.0183828,-0.017599657,BLL
433,6.199999999999956e-09,7.07000000000001e-11,94.42082000000026,7659999999999.925,7.859999999999862e-12,1685.8717000000022,620.5337499999945,4FGL J0808.2-0751,1.837,18.2695,2.2190485,2.1118975,0.08328553,FSRQ
434,1.8099999999999816e-10,5.1599999999998625e-12,11.438745999999872,977000000000.0588,5.429999999999414e-13,17.887674000000203,344.4495199999987,4FGL J0808.5+4950,1.435161,18.6041,2.9036968,2.832126,0.12043352,FSRQ
435,2.180000000000028e-10,3.3900000000001417e-12,9.465111999999998,3610000000000.3525,1.1499999999999674e-12,38.532646000000085,658.9382000000011,4FGL J0809.3+4053,1.418,18.6674,2.5881245,2.4981515,0.10343601,FSRQ
436,1.1000000000000144e-09,6.960000000000596e-12,35.38810299999972,3889999999999.9243,3.5099999999998043e-13,407.4553200000021,853.8435699999925,4FGL J0809.5+5341,2.133,20.5023,2.2919388,2.1645868,0.11290881,FSRQ
437,2.2799999999999823e-10,3.3800000000003487e-12,12.302509000000093,3889999999999924.5,5.56999999999963e-12,15.459689999999878,4729.194299999959,4FGL J0809.6+3455,0.082509,17.5355,1.7980542,1.7922786,0.005928121,BLL
438,4.009999999999983e-09,4.4499999999996764e-11,93.65335000000019,6350000000000368.0,1.3999999999998803e-11,329.1667199999997,1345.888700000004,4FGL J0809.8+5218,0.138,15.1269,1.8765472,1.8112458,0.032590605,BLL
439,3.780000000000036e-09,3.430000000000227e-11,70.05768599999936,3390000000000.1416,1.7100000000001827e-12,480.7930999999974,915.5606999999923,4FGL J0811.4+0146,1.148,17.7198,2.0920358,2.0054321,0.068817966,BLL
440,1.6699999999999865e-10,2.0800000000001806e-12,7.9956869999999975,1599999999999909.2,8.510000000000247e-13,17.958465999999817,2396.7121999999827,4FGL J0812.9+5555,0.383,18.4597,2.1753442,2.1578538,0.019861957,BLL
441,1.7499999999999857e-10,1.9799999999998575e-12,7.857087600000005,6460000000000240.0,1.8800000000000873e-12,4.253704000000003,4234.593000000029,4FGL J0814.4+2941,1.08353,17.8995,1.9872433,1.9329231,0.07181332,BLL
442,1.6699999999999864e-09,1.97000000000003e-11,48.614679999999545,79400000000000.84,6.679999999999292e-12,94.30360399999955,1165.1344999999951,4FGL J0814.6+6430,0.239,15.869,2.2393844,2.21955,0.03192764,BLL
443,1.3600000000000067e-10,1.6199999999998834e-12,4.889887000000005,4220000000000.246,7.700000000000323e-13,2.615800000000001,1472.2848000000076,4FGL J0815.6+3641,1.028,18.165,2.3318074,2.2948065,0.09154939,FSRQ
444,2.2499999999999827e-10,2.230000000000205e-12,9.846430999999999,161999999999988.34,1.3999999999998801e-12,8.348097,2464.092499999999,4FGL J0816.1+4909,0.475,17.5356,2.0714164,2.0223696,0.06292569,BLL
445,1.2200000000000055e-09,1.4100000000000656e-11,40.57529000000017,239999999999996.25,2.0299999999999403e-12,36.2453770000003,1528.6284999999825,4FGL J0816.3+5739,0.054,17.1017,2.085114,2.0329325,0.054915033,BLL
446,1.6999999999999869e-09,2.0600000000002225e-11,41.953670000000315,1.780000000000024e+16,8.600000000000646e-12,85.1283340000009,2914.572799999996,4FGL J0816.4-1311,0.045978,16.794,1.8503149,1.7926592,0.050426293,BLL
447,3.479999999999999e-10,3.529999999999818e-12,13.097584999999981,244999999999982.03,1.2899999999998544e-12,9.35610099999999,2778.340300000009,4FGL J0816.9+2050,0.058,18.0106,1.8954349,1.7023253,0.18789186,BLL
448,5.619999999999977e-09,5.239999999999671e-11,105.27621999999911,10099999999999.02,3.879999999999941e-12,266.1333999999992,767.7391399999976,4FGL J0818.2+4222,0.53,17.6612,2.1098044,1.9959136,0.08301416,BLL
449,2.3600000000000224e-10,2.820000000000247e-12,9.187367000000005,398000000000011.2,5.34999999999965e-13,20.61955000000018,2700.6276999999845,4FGL J0818.4+2816,0.226,17.8278,2.0618541,1.9413991,0.14005846,BLL
450,1.3500000000000124e-10,1.7900000000000263e-12,4.327157500000005,8910000000000.531,8.949999999999764e-13,17.01156199999981,2804.7568000000047,4FGL J0818.8+3229,0.649787,19.1946,2.2334194,2.1413958,0.13914667,FSRQ
451,2.8699999999999885e-10,3.1500000000000025e-12,10.43666300000001,19099999999998.773,1.6300000000001613e-12,6.526788699999995,2062.93499999999,4FGL J0819.0+2746,0.392929,19.2588,2.1386015,1.973122,0.1591827,BLL
452,2.0799999999999933e-10,2.3499999999998008e-12,8.571946999999994,2.5399999999997843e+17,3.1399999999998933e-12,2.5288756000000014,5176.840999999993,4FGL J0819.4-0756,0.45,19.0178,1.8462038,1.8279757,0.015682548,BLL
453,1.1800000000000112e-10,2.3499999999998008e-12,4.933022999999996,37999999999999.06,8.720000000000648e-13,11.073022000000108,3770.292499999968,4FGL J0819.4+4035,0.389,18.99246,1.9950356,1.9164683,0.06729945,BLL
454,3.71000000000004e-10,4.439999999999803e-12,13.850943999999924,55899999999996.89,7.740000000000144e-13,13.365098999999894,1611.4820000000013,4FGL J0820.3+3639,0.393,18.5533,2.2178607,2.1970215,0.040667802,BLL
455,2.419999999999994e-10,2.7500000000002377e-12,9.23825399999999,767000000000032.5,1.009999999999902e-12,14.167743000000076,2139.3460000000096,4FGL J0820.9+2353,0.402,17.8047,2.1922252,2.302803,-0.07247203,BLL
456,7.470000000000033e-11,1.2899999999998544e-12,3.8390252999999968,7140000000000417.0,9.98000000000066e-13,6.377033999999994,10731.679999999951,4FGL J0823.1-6330,0.29,18.9603,1.7245606,1.648744,0.06344289,BLL
457,2.7200000000000025e-10,3.969999999999863e-12,10.703647999999886,13499999999999.793,1.189999999999918e-12,58.79517699999977,1173.8231999999905,4FGL J0823.1+4042,0.8655,18.4583,2.4560158,2.4710655,-0.02349415,FSRQ
458,2.6099999999999993e-10,2.9899999999997944e-12,9.340617999999997,7590000000000.354,2.5999999999998952e-12,11.361835999999967,1235.317599999995,4FGL J0823.3+2224,0.951,17.6019,2.344619,2.2672396,0.10358785,BLL
459,4.890000000000006e-10,4.400000000000131e-12,17.614652999999958,22900000000000.63,5.109999999999844e-13,196.85777000000203,948.6629600000097,4FGL J0824.4+2440,1.242,19.4095,2.5292974,2.5556586,-0.036171384,FSRQ
460,5.070000000000048e-10,9.159999999998942e-12,23.039092999999824,3629999999999.888,9.460000000000176e-13,110.03282000000036,595.2652600000051,4FGL J0824.7+5552,1.417,18.0914,2.611558,2.5939198,0.030020647,FSRQ
461,6.140000000000033e-10,9.019999999999121e-12,22.69962100000025,2790000000000.016,1.7600000000002037e-12,35.67447999999982,851.2699000000024,4FGL J0824.9+3915,1.216,18.359,2.4317749,2.3703609,0.10255068,FSRQ
462,7.029999999999941e-10,8.070000000000557e-12,22.20067600000003,10999999999999.379,6.620000000000003e-12,5.492714000000006,1381.7869999999898,4FGL J0825.8+0309,0.506,18.3474,2.2004519,2.201294,-0.000490264,BLL
463,3.859999999999962e-10,4.479999999999546e-12,15.307758000000014,623999999999965.1,3.889999999999925e-12,17.684559000000046,4190.129400000033,4FGL J0827.0-0708,0.247,17.213,1.8121092,1.6790783,0.15608056,BLL
464,1.2200000000000054e-10,1.700000000000105e-12,5.8012310000000005,250999999999977.56,6.580000000000683e-13,10.419953000000083,3881.421999999979,4FGL J0827.8+5221,0.337622,19.6636,2.0655518,2.0885324,-0.014552526,FSRQ
465,8.790000000000553e-11,1.2800000000000955e-12,5.297770999999999,145999999999987.78,1.1400000000000703e-12,5.190305,5470.616700000024,4FGL J0828.3+4152,0.001324,19.6593,1.8912317,1.8648378,0.023995336,BLL
466,2.949999999999979e-10,3.2500000000001867e-12,10.796582000000111,660999999999939.8,1.7300000000000197e-12,11.486114499999962,2165.5522000000183,4FGL J0829.0+1755,0.089442,17.8842,2.096249,2.0272048,0.10140073,BLL
467,2.0499999999999828e-10,2.230000000000205e-12,7.970233000000006,12399999999999.0,2.7400000000000726e-13,8.708117499999997,2448.5190000000166,4FGL J0829.4+0857,0.866,20.5659,2.0651298,2.0669506,-0.001808187,FSRQ
468,1.4000000000000061e-09,2.2500000000001945e-11,43.237879999999684,3390000000000.1416,6.5300000000004e-12,1632.6956000000187,517.5885000000015,4FGL J0830.8+2410,0.939,17.1736,2.5217457,2.4124472,0.13047099,FSRQ
469,3.090000000000044e-09,3.2399999999999133e-11,70.21803999999922,50699999999995.7,1.1700000000001018e-11,427.68306999999896,583.5189000000034,4FGL J0831.8+0429,0.174,15.9086,2.2732477,2.180678,0.07609853,BLL
470,3.060000000000004e-10,3.879999999999941e-12,13.655293999999857,8319999999999.533,2.75999999999989e-12,4.472055400000005,1028.548000000002,4FGL J0832.4+4912,0.548,18.1858,2.3781786,2.3880584,-0.01285463,BLL
471,3.7599999999999906e-10,1.3599999999999455e-12,10.826772000000055,6239999999999.651,2.4199999999998256e-13,14.712810500000009,1656.2766000000086,4FGL J0833.4-0458,3.45,18.7196,2.1310706,1.6565465,0.6833869,FSRQ
472,4.3099999999999815e-10,6.589999999999849e-12,17.42004000000019,24499999999998.203,3.2599999999997094e-12,26.16240000000021,860.8732000000006,4FGL J0833.9+4223,0.249073,16.8598,2.4344852,2.4044213,0.04195008,FSRQ
473,1.8499999999999846e-10,2.230000000000205e-12,6.591436999999994,272000000000000.25,9.189999999999748e-13,16.920066999999918,1716.7720000000163,4FGL J0835.7+0936,0.35,19.2804,2.2393637,2.2145915,0.04316344,BLL
474,1.7399999999999992e-10,5.669999999999917e-12,11.186056999999941,1120000000000.0466,1.2300000000000055e-12,25.226793000000253,273.63277999999764,4FGL J0836.5-2026,2.752,19.043,2.90615,2.6336107,0.2846657,FSRQ
475,1.340000000000007e-10,1.4700000000000794e-12,6.608812300000003,6.6099999999993704e+16,5.259999999999518e-12,6.199869600000004,4820.10200000003,4FGL J0837.3+1458,0.278,17.6749,1.8490577,1.6607999,0.13993633,BLL
476,4.089999999999984e-10,4.690000000000179e-12,16.48933199999997,37999999999999.06,1.6600000000001694e-12,10.840116500000113,2258.945299999979,4FGL J0839.7+3540,0.415,17.9223,1.9816638,1.8793149,0.08649226,BLL
477,7.519999999999951e-10,6.239999999999651e-12,22.384146000000136,3239999999999.913,6.749999999999619e-13,101.85798000000037,648.6278700000023,4FGL J0839.8+0105,1.123,18.4871,2.4190989,2.241389,0.19237255,FSRQ
478,1.619999999999996e-09,5.310000000000379e-11,75.81842999999989,2750000000000.2373,4.369999999999786e-12,3386.9816999999643,373.68200000000127,4FGL J0841.3+7053,2.218,16.763,2.819621,2.7745705,0.23130998,FSRQ
479,1.4600000000000092e-10,1.899999999999875e-12,6.150020599999996,145999999999987.78,6.100000000000451e-13,12.706760999999979,3383.411400000002,4FGL J0842.5+0251,0.425,19.1342,2.0286608,1.8804424,0.09822557,BLL
480,7.860000000000024e-10,8.189999999999643e-12,30.83439599999978,87100000000007.25,1.1200000000000467e-12,50.05994400000056,1737.204499999999,4FGL J0844.2+5312,0.435,17.4951,2.0347908,1.996175,0.03842783,BLL
481,1.0700000000000002e-10,2.2800000000002435e-12,5.952817400000003,10099999999999.02,3.860000000000404e-13,15.761046999999847,522.6980000000003,4FGL J0846.9+4608,1.21648,18.9668,2.7506897,2.6076577,0.13741447,FSRQ
482,4.200000000000003e-10,5.029999999999691e-12,19.036982000000087,308999999999975.3,1.6300000000001613e-12,17.18036000000003,4900.147499999956,4FGL J0847.2+1134,0.198199,17.473,1.7249008,1.6892588,0.038245864,BLL
483,1.2200000000000054e-10,3.1199999999996975e-12,6.705409000000002,5310000000000.379,7.600000000000155e-13,13.511498000000037,412.27349999999643,4FGL J0848.0-0524,1.242,19.033,2.8637145,2.775103,0.12289509,FSRQ
484,5.390000000000006e-10,5.660000000000377e-12,13.545066000000006,244999999999982.03,9.02999999999987e-13,11.97071599999994,2070.934800000016,4FGL J0849.5+0456,1.06959,17.8352,2.079841,2.0082676,0.11197723,BLL
485,2.1000000000000014e-09,2.3299999999998995e-11,50.93651200000031,12800000000000.955,6.710000000000117e-12,644.2521399999931,621.1288999999963,4FGL J0850.1-1212,0.566,18.155,2.302789,2.2017756,0.08771198,FSRQ
486,3.320000000000027e-10,3.760000000000344e-12,14.14418699999997,3020000000000342.0,1.6099999999998166e-12,14.436114000000007,2272.6764999999873,4FGL J0850.5+3455,0.145,18.2421,2.012729,2.037839,-0.019893678,BLL
487,1.999999999999992e-10,2.70000000000008e-12,8.664593999999997,6920000000000.675,2.5799999999998254e-13,10.620105999999934,851.4454000000081,4FGL J0852.2+2834,1.282,19.6931,2.4921577,2.385749,0.1431587,FSRQ
488,2.7800000000000225e-10,2.189999999999907e-12,13.96472699999991,692000000000067.5,2.2699999999998782e-12,15.209022999999958,2946.3869999999843,4FGL J0854.3+4408,0.382159,18.0432,1.8042693,1.4858711,0.29257187,BLL
489,5.650000000000025e-09,6.269999999999775e-11,100.24361400000005,17500000000000.213,4.060000000000047e-11,780.6283599999949,666.3376499999946,4FGL J0854.8+2006,0.306,14.6466,2.2152228,2.1557555,0.05101952,BLL
490,2.3300000000000044e-10,4.159999999999596e-12,10.295144999999927,10999999999999.379,1.6600000000001694e-12,24.461290000000115,857.3537999999958,4FGL J0855.9+7144,0.542,19.9399,2.6210897,2.582021,0.030805971,FSRQ
491,4.67999999999995e-10,5.759999999999844e-12,14.598103000000094,161999999999988.34,9.480000000000751e-13,12.62060800000004,2451.051499999996,4FGL J0856.8+2056,0.18,18.1451,2.0970094,2.063527,0.028774872,BLL
492,1.4000000000000063e-10,1.700000000000105e-12,4.959766999999999,2660000000000207.0,1.3599999999999455e-12,4.136821299999998,1249.0034000000044,4FGL J0857.7+0137,0.281,18.647943,2.3648453,2.3066442,0.21841882,BLL
493,6.290000000000028e-10,1e-11,17.44303500000013,14500000000000.812,1.9099999999998774e-12,73.90200000000053,695.0922000000016,4FGL J0857.9-1949,0.659,18.0371,2.5218425,2.5041559,0.030999266,FSRQ
494,1.3400000000000072e-09,1.5200000000000934e-11,37.723857999999616,224000000000019.44,4.400000000000131e-12,77.62076600000056,1387.0759000000078,4FGL J0902.4+2051,2.055,15.8155,2.145069,2.1110237,0.03275006,BLL
495,4.489999999999964e-10,5.679999999999761e-12,20.200444999999995,3980000000000.112,1.0999999999999378e-12,20.139354999999938,842.730349999995,4FGL J0903.1+4652,1.462,19.185,2.4673493,2.498237,-0.040046614,FSRQ
496,2.350000000000022e-10,2.6199999999997283e-12,9.861870999999995,7329999999999.524,2.630000000000254e-13,4.847749700000004,1577.5103999999976,4FGL J0904.6+4238,1.34246,19.6531,2.2328908,2.1196043,0.13671204,FSRQ
497,8.090000000000504e-11,6.030000000000677e-12,4.172777,16600000000001.693,8.479999999999747e-13,20.503827999999896,1514.54089999999,4FGL J0906.7+4950,1.641,19.477833,2.379666,2.415052,-0.028610019,FSRQ
498,4.829999999999985e-10,6.210000000000289e-12,18.240200000000076,506999999999957.06,1.36999999999998e-12,16.35476699999993,4683.683600000004,4FGL J0908.9+2311,1.1844,17.4862,1.8224957,1.6907523,0.10574268,BLL
499,2.070000000000011e-09,3.2399999999999133e-11,44.33213800000005,3629999999999.888,4.600000000000266e-12,840.9018999999929,803.5651999999944,4FGL J0909.1+0121,1.024,17.1275,2.4695816,2.4905784,0.09910721,FSRQ
500,2.1300000000000148e-09,1.8299999999998737e-11,51.821808000000495,55600000000005.46,6.949999999999769e-13,151.08868000000052,688.8860000000064,4FGL J0909.7-0230,0.957,18.6347,2.290326,2.194248,0.10050735,FSRQ
501,1.2100000000000018e-10,1.4500000000000813e-12,5.8576840000000026,3889999999999924.5,1.7699999999999737e-12,6.367467000000007,3322.440200000027,4FGL J0909.7+3104,0.272118,19.4187,1.9546937,1.8714405,0.09303462,BLL
502,1.4100000000000022e-09,1.630000000000161e-11,36.8267819999998,794000000000008.5,8.219999999999044e-12,20.531202000000146,2736.9770000000112,4FGL J0910.6+3329,0.354,16.1795,1.9488374,1.9020212,0.04585201,BLL
503,5.670000000000056e-10,4.409999999999608e-12,15.130304000000159,7100000000000.395,3.9500000000003583e-13,151.02446000000072,915.2706999999964,4FGL J0910.6+2247,2.661,20.5301,2.3448374,2.1936486,0.16738236,FSRQ
504,3.500000000000029e-10,3.4500000000002e-12,15.953383999999966,70800000000005.05,1.739999999999999e-12,39.03474400000006,2436.4016000000024,4FGL J0910.8+3859,0.198696,16.9101,1.9964482,1.8837689,0.10248445,BLL
505,2.7400000000000164e-10,2.4700000000001924e-12,8.401325999999994,2820000000000247.0,9.829999999999192e-13,11.135411000000007,2436.514199999991,4FGL J0911.7+3349,0.456101,18.6834,2.195566,2.190301,0.012012404,BLL
506,5.600000000000003e-10,7.979999999999449e-12,23.200504000000073,17399999999999.99,3.2500000000001866e-13,356.20446999999933,799.1942999999984,4FGL J0912.2+4127,2.563,20.0741,2.460565,2.4382312,0.04331363,FSRQ
507,2.2699999999999896e-10,2.70000000000008e-12,11.467855999999996,1.780000000000024e+16,1.8800000000000873e-12,13.366317999999882,5283.879999999973,4FGL J0912.5+1556,0.212,18.7861,1.80145,1.8533258,-0.05397146,BLL
508,9.820000000000005e-10,1.1100000000001093e-11,27.92236000000022,7.160000000000751e+16,6.600000000000467e-12,14.919208000000104,3383.056999999978,4FGL J0912.9-2102,0.198017,17.085,1.8663834,1.846648,0.015030671,BLL
509,8.800000000000622e-11,1.4800000000001456e-12,7.571497999999997,3.5500000000000516e+16,1.1700000000001018e-12,18.462781999999926,7149.908000000056,4FGL J0913.3+8133,0.639,18.7993,1.6867663,1.4952477,0.1672165,BLL
510,1.4899999999999848e-10,2.069999999999918e-12,5.278258000000004,5150000000000.113,9.650000000000178e-13,15.306622000000074,1289.95129999999,4FGL J0914.4+0249,0.427,20.393707,2.4541314,2.4750638,-0.06494028,FSRQ
511,2.1099999999999846e-09,2.0900000000002233e-11,54.42783000000025,4420000000000076.5,7.38999999999955e-12,23.991254999999747,1366.2610999999902,4FGL J0915.9+2933,0.19,16.0176,1.8906851,1.7500744,0.07920097,BLL
512,4.5399999999999616e-10,6.620000000000003e-12,18.546669999999853,4369999999999.786,6.500000000000666e-13,66.2205399999995,965.453100000008,4FGL J0916.7+3856,1.267541,18.7912,2.4571347,2.391091,0.10903735,FSRQ
513,1.2500000000000096e-10,1.7199999999998057e-12,9.10367899999999,2.019999999999895e+16,2.4100000000001725e-12,10.236361999999973,4152.424999999981,4FGL J0916.7+5238,0.19,17.8884,1.8405092,1.711507,0.12984219,BLL
514,1.3600000000000067e-10,2.4499999999998205e-12,4.541494400000005,4899999999999.842,5.090000000000474e-13,16.144099999999945,836.3006600000075,4FGL J0917.1-2131,0.847,18.5761,2.6456983,2.7236848,-0.10307537,FSRQ
515,1.2400000000000117e-10,1.8599999999999266e-12,6.450798500000007,6460000000000240.0,3.089999999999753e-12,6.994557400000007,7078.839999999973,4FGL J0917.3-0342,0.308,18.8564,1.7702097,1.7956978,-0.020629682,BLL
516,4.6699999999999675e-09,3.6100000000003525e-11,66.23503000000048,2909999999999.956,6.7199999999995965e-12,2143.876500000009,811.9468000000047,4FGL J0920.9+4441,2.186448,17.6772,2.347851,2.2673101,0.13629764,FSRQ
517,1.7799999999999802e-10,2.3799999999999337e-12,8.173443999999998,367000000000008.6,6.94000000000073e-13,4.395473999999998,5282.40619999997,4FGL J0920.9-2256,0.45,18.9248,1.81134,1.4304059,0.34379113,BLL
518,2.6500000000000167e-09,1.4700000000000793e-11,79.7222600000003,3029999999999.9673,1.5999999999999092e-12,2177.5456999999988,589.8539399999976,4FGL J0921.6+6216,1.446,18.4519,2.3207235,2.2226183,0.08311266,FSRQ
519,3.629999999999977e-10,4.420000000000077e-12,14.383069000000003,200000000000009.03,1.540000000000134e-12,20.841648000000156,2161.74659999999,4FGL J0921.7+2336,1.0619,18.0219,2.06159,2.059206,0.002030465,BLL
520,4.740000000000046e-10,6.409999999999742e-12,16.399096999999983,22900000000000.63,2.5999999999998952e-12,12.219942999999931,1775.8422000000135,4FGL J0922.4-0528,0.974,18.4742,2.1422763,2.044558,0.14049523,FSRQ
521,6.540000000000032e-10,7.100000000000395e-12,25.559267000000084,10099999999999.02,6.829999999999493e-13,29.02550999999986,925.1445000000062,4FGL J0923.5+4125,1.732,19.324,2.3553324,2.3087194,0.07316577,FSRQ
522,3.690000000000002e-10,5.3800000000001285e-12,16.671871000000138,4850000000000.4,2.75999999999989e-12,95.93836999999988,729.047699999995,4FGL J0924.0+2816,0.7442,18.9884,2.5055525,2.522946,-0.043266125,FSRQ
523,1.7700000000000172e-10,1.8599999999999266e-12,6.6952314000000035,5690000000000380.0,4.740000000000162e-13,9.538999000000002,3254.734900000005,4FGL J0924.0+0534,0.57,19.033,2.060053,2.1106067,-0.04865371,BLL
524,1.6300000000000078e-10,1.889999999999809e-12,9.496938999999998,220999999999994.75,4.0200000000002696e-13,12.962715999999963,3097.531999999991,4FGL J0925.7+5959,0.7,19.6104,1.9591342,1.8989785,0.04842618,BLL
525,2.6300000000000173e-10,3.2700000000001095e-12,11.965672500000126,47900000000003.97,7.889999999999635e-13,14.071393999999875,1531.4774000000002,4FGL J0925.7+3126,0.26,19.0349,2.2132452,2.189317,0.024905335,BLL
526,1.4600000000000092e-10,2.0999999999999066e-12,8.306036000000002,46799999999997.39,4.819999999999458e-13,15.42673999999991,3314.5669999999623,4FGL J0926.4+5412,0.85,19.1296,1.923996,1.8656352,0.07365447,BLL
527,3.670000000000011e-10,6.570000000000287e-12,13.562913000000098,10099999999999.02,6.699999999999596e-12,108.02989999999964,815.1957400000006,4FGL J0928.1-2035,0.348,16.7337,2.4546432,2.3904018,0.1245899,FSRQ
